plate,O_time,O_lon,O_lat,D_time,D_lon,D_lat,CHK_time,time_minus
BS4912,20160525111701,116.485212,39.986818,20160525114605,116.483406,40.012009,2016/4/18 11:10:00,13
BS4912,20160526053648,116.789357,40.245937,20160526071436,116.434243,39.930348,2016/4/18 11:10:00,11
BS4912,20160527051141,116.532621,39.909706,20160527052800,116.492807,39.908603,2016/4/18 11:10:00,6
BS4912,20160528160026,116.611062,40.117761,20160528172907,116.356241,39.920506,2016/4/18 11:10:00,21
BS4912,20160530080111,116.484488,39.991398,20160530085103,116.460068,39.953871,2016/4/18 11:10:00,12
BS4912,20160531082415,116.471193,39.974238,20160531083008,116.459005,39.962991,2016/4/18 11:10:00,9
BS4912,20160601054439,116.549475,40.111234,20160601061337,116.586567,40.07939,2016/4/18 11:10:00,8
BS4912,20160602065735,116.420661,40.078791,20160602074234,116.581513,40.086858,2016/4/18 11:10:00,5
BS4912,20160603105110,116.530913,40.036891,20160603111749,116.43257,40.022286,2016/4/18 11:10:00,14
BS4912,20160604053438,116.629648,39.906185,20160604054531,116.564678,39.909657,2016/4/18 11:10:00,7
BS4912,20160605103717,116.430779,39.977183,20160605104149,116.430937,39.981226,2016/4/18 11:10:00,15
BS4912,20160607093323,116.593125,40.079177,20160607100609,116.588084,40.115427,2016/4/18 11:10:00,12
BS4912,20160608052520,116.381546,39.90408,20160608053552,116.404561,39.900881,2016/4/18 11:10:00,5
BS4912,20160609112225,116.569953,40.108663,20160609113055,116.559454,40.091838,2016/4/18 11:10:00,16
BS4912,20160610050450,116.678429,39.880343,20160610051610,116.65257,39.892092,2016/4/18 11:10:00,5
BS4912,20160611072810,116.43277,39.969819,20160611075008,116.425303,39.950147,2016/4/18 11:10:00,21
BS4912,20160612052755,116.383786,39.95865,20160612054045,116.395203,39.958432,2016/4/18 11:10:00,10
BS4912,20160613142730,116.658247,40.112913,20160613143429,116.657732,40.112174,2016/4/18 11:10:00,19
BS4912,20160614053438,116.446635,39.849667,20160614054535,116.456074,39.862524,2016/4/18 11:10:00,6
BS4912,20160615122333,116.724083,40.189409,20160615133951,116.570559,39.811515,2016/4/18 11:10:00,13
BS4912,20160617110330,116.694673,40.132467,20160617113104,116.638511,40.046032,2016/4/18 11:10:00,14
BS4912,20160619102826,116.752153,40.211633,20160619114756,116.355633,39.932877,2016/4/18 11:10:00,11
BS4912,20160620130217,116.670319,40.170733,20160620133246,116.739505,40.092678,2016/4/18 11:10:00,37
BS4912,20160621064346,116.207911,39.861995,20160621065639,116.252912,39.893085,2016/4/18 11:10:00,7
BS4912,20160622132533,116.66356,40.170663,20160622133324,116.657104,40.13738,2016/4/18 11:10:00,13
BS4912,20160624175453,116.795083,40.246113,20160624181924,116.691419,40.212381,2016/4/18 11:10:00,19
BS4912,20160626091453,116.656772,40.131759,20160626091742,116.656717,40.130489,2016/4/18 11:10:00,17
BS4912,20160627051815,116.408744,39.871259,20160627053442,116.433794,39.884214,2016/4/18 11:10:00,5
BS4912,20160628115307,116.586423,40.077803,20160628130030,116.347842,39.788838,2016/4/18 11:10:00,13
BS4912,20160629121558,116.586899,40.098357,20160629122618,116.587947,40.060326,2016/4/18 11:10:00,12
BS4912,20160630133136,116.719607,40.213057,20160630135525,116.658232,40.155031,2016/4/18 11:10:00,13
BS4912,20160702160352,116.562298,40.108951,20160702161316,116.556998,40.077986,2016/4/18 11:10:00,16
BS4912,20160703061634,116.586867,40.077912,20160703062612,116.589975,40.07743,2016/4/18 11:10:00,7
BS4912,20160704153244,116.461391,39.950562,20160704161600,116.397139,39.871679,2016/4/18 11:10:00,15
BS4912,20160705050419,116.450074,39.933269,20160705052526,116.47243,39.893336,2016/4/18 11:10:00,5
BS4912,20160706071737,116.656401,40.148825,20160706082337,116.629125,40.095709,2016/4/18 11:10:00,11
BS4912,20160707090940,116.84776,40.233795,20160707094626,116.697931,40.169953,2016/4/18 11:10:00,10
BS4912,20160708062012,116.315281,39.994032,20160708070335,116.396122,39.935077,2016/4/18 11:10:00,6
BS4912,20160709105149,116.657033,40.136703,20160709112458,116.658986,40.183259,2016/4/18 11:10:00,14
BS4912,20160710140143,116.656361,40.148792,20160710142905,116.624639,40.091894,2016/4/18 11:10:00,16
BS4912,20160711011350,116.362218,39.907085,20160711012401,116.418024,39.912065,2016/4/18 11:10:00,1
BS4912,20160712082946,116.588289,40.080357,20160712093811,116.428403,39.90076,2016/4/18 11:10:00,25
BS4912,20160713110001,116.847761,40.233832,20160713111525,116.841777,40.233438,2016/4/18 11:10:00,12
BS4912,20160714141003,116.529104,40.034361,20160714142810,116.458565,39.978779,2016/4/18 11:10:00,13
BS4912,20160715072234,116.338565,39.971672,20160715075921,116.408729,39.935458,2016/4/18 11:10:00,6
BS4912,20160716151729,116.531521,40.037989,20160716155200,116.476397,39.981395,2016/4/18 11:10:00,14
BS4912,20160717093528,116.3748,39.895988,20160717102127,116.377315,39.982277,2016/4/18 11:10:00,3
BS5459,20150509040801,116.330648,39.991358,20150509041529,116.330705,39.99138,2015/8/6 15:20:00,3
BS5459,20150510062029,116.476263,39.981748,20150510062419,116.446987,39.956147,2015/8/6 15:20:00,26
BS5459,20150512061402,116.490093,40.021417,20150512061944,116.484878,40.02094,2015/8/6 15:20:00,13
BS5459,20150516060750,116.488762,39.993048,20150516061533,116.449403,39.939922,2015/8/6 15:20:00,27
BS5459,20150519060148,116.497027,40.021855,20150519061657,116.437492,39.993938,2015/8/6 15:20:00,13
BS5459,20150520062033,116.461007,40.010813,20150520064128,116.402058,40.021285,2015/8/6 15:20:00,14
BS5459,20150521062755,116.421868,40.000258,20150521070209,116.34966,39.94194,2015/8/6 15:20:00,6
BS5459,20150522060501,116.499152,40.022432,20150522062425,116.451897,40.007143,2015/8/6 15:20:00,13
BS5459,20150523055612,116.521323,40.033687,20150523063250,116.491398,39.996583,2015/8/6 15:20:00,2
BS5459,20150524062436,116.441593,39.931295,20150524064005,116.404967,39.9148,2015/8/6 15:20:00,15
BS5459,20150525063746,116.418037,39.995488,20150525065405,116.411993,39.961137,2015/8/6 15:20:00,14
BS5459,20150526064449,116.418253,39.99739,20150526071841,116.39991,39.923313,2015/8/6 15:20:00,14
BS5459,20150527063725,116.418427,39.998677,20150527065453,116.372767,39.949823,2015/8/6 15:20:00,3
BS5459,20150528062921,116.427155,39.992275,20150528070239,116.418873,39.914232,2015/8/6 15:20:00,18
BS5459,20150529064146,116.507905,40.032988,20150529072636,116.373602,39.93393,2015/8/6 15:20:00,3
BS5459,20150530061449,116.449177,39.93545,20150530062727,116.488845,39.921635,2015/8/6 15:20:00,14
BS5459,20150531072128,116.401358,39.963855,20150531072756,116.382665,39.947632,2015/8/6 15:20:00,16
BS5459,20150601064539,116.423195,39.99232,20150601065438,116.443112,39.974775,2015/8/6 15:20:00,14
BS5459,20150602061633,116.456728,39.995787,20150602064155,116.322038,39.895897,2015/8/6 15:20:00,3
BS5459,20150603065040,116.40443,40.004492,20150603072426,116.308308,40.03669,2015/8/6 15:20:00,14
BS5459,20150604064150,116.418903,40.001012,20150604065809,116.343322,39.966462,2015/8/6 15:20:00,4
BS5459,20150605065858,116.404245,40.003822,20150605070927,116.417787,39.988427,2015/8/6 15:20:00,15
BS5459,20150606063355,116.447735,39.989845,20150606065649,116.582145,40.073718,2015/8/6 15:20:00,2
BS5459,20150607063527,116.406717,39.99755,20150607065019,116.441087,39.961052,2015/8/6 15:20:00,14
BS5459,20150608061213,116.464367,40.003803,20150608062709,116.42629,39.948313,2015/8/6 15:20:00,15
BS5459,20150609065606,116.406678,39.9975,20150609071907,116.410933,39.981755,2015/8/6 15:20:00,14
BS5459,20150610055528,116.467412,40.004068,20150610060403,116.450667,39.982418,2015/8/6 15:20:00,4
BS5459,20150611070958,116.406802,39.99747,20150611071724,116.410565,39.994323,2015/8/6 15:20:00,15
BS5459,20150612061812,116.457203,39.999685,20150612064602,116.344828,39.896925,2015/8/6 15:20:00,5
BS5459,20150613062357,116.442195,39.930365,20150613062745,116.44413,39.925787,2015/8/6 15:20:00,15
BS5459,20150614061045,116.45666,39.999033,20150614063618,116.329558,39.896017,2015/8/6 15:20:00,15
BS5459,20150615064247,116.42538,39.99227,20150615065622,116.418873,39.958838,2015/8/6 15:20:00,14
BS5459,20150616061036,116.456853,39.999617,20150616061803,116.45439,40.019215,2015/8/6 15:20:00,3
BS5459,20150617065259,116.406195,40.001395,20150617071048,116.310438,40.036437,2015/8/6 15:20:00,14
BS5459,20150619061954,116.45578,40.010305,20150619064020,116.40997,39.94811,2015/8/6 15:20:00,14
BS5459,20150620061832,116.450943,39.989802,20150620062550,116.457473,39.965842,2015/8/6 15:20:00,3
BS5459,20150621061738,116.449267,39.934458,20150621062053,116.450565,39.9323,2015/8/6 15:20:00,14
BS5459,20150622061107,116.45657,39.994598,20150622061651,116.455535,39.988112,2015/8/6 15:20:00,14
BS5459,20150623063459,116.410472,39.997523,20150623065053,116.387798,39.972032,2015/8/6 15:20:00,14
BS5459,20150624061801,116.456725,39.990338,20150624062321,116.46039,39.981962,2015/8/6 15:20:00,13
BS5459,20150626061837,116.466123,40.003958,20150626062537,116.460662,40.000278,2015/8/6 15:20:00,5
BS5459,20150627061529,116.441498,39.931242,20150627062720,116.48593,39.938013,2015/8/6 15:20:00,13
BS5459,20150628063327,116.418812,40.001043,20150628063908,116.417772,39.98774,2015/8/6 15:20:00,19
BS5459,20150629070951,116.401005,40.004073,20150629075550,116.35767,39.913713,2015/8/6 15:20:00,15
BS5459,20150630063300,116.41877,39.999973,20150630064822,116.359182,40.021838,2015/8/6 15:20:00,4
BS5459,20150701064428,116.47235,40.004102,20150701071325,116.453813,39.913322,2015/8/6 15:20:00,15
BS5459,20150702060212,116.498098,40.022055,20150702063816,116.373007,39.865432,2015/8/6 15:20:00,15
BS5459,20150703064926,116.456048,39.99965,20150703065843,116.470955,39.990177,2015/8/6 15:20:00,12
BS5459,20150704061540,116.456762,39.98978,20150704063926,116.527565,39.915345,2015/8/6 15:20:00,4
BS5459,20150707072549,116.394313,39.997985,20150707075036,116.280767,39.958392,2015/8/6 15:20:00,17
BS5459,20150708082752,116.473672,39.970425,20150708085440,116.454418,39.907393,2015/8/6 15:20:00,14
BS5459,20150709064815,116.418245,39.997238,20150709070147,116.4012,39.966573,2015/8/6 15:20:00,14
BS5459,20150710070925,116.406635,39.997528,20150710071634,116.401307,39.994022,2015/8/6 15:20:00,16
BS5459,20150712061615,116.442152,39.925673,20150712062728,116.386977,39.921825,2015/8/6 15:20:00,29
BS5459,20150713192706,116.582813,40.079238,20150713195737,116.429523,39.906157,2015/8/6 15:20:00,27
BS5459,20150714001603,116.587035,40.078105,20150714004628,116.411797,40.030293,2015/8/6 15:20:00,2
BS5459,20150715065046,116.406597,39.997523,20150715071911,116.555137,40.015302,2015/8/6 15:20:00,27
BS5459,20150718082545,116.472192,40.003835,20150718083514,116.451155,39.993742,2015/8/6 15:20:00,16
BS5459,20150719001752,116.465705,39.964672,20150719003209,116.511222,39.93808,2015/8/6 15:20:00,1
BS5459,20150720061307,116.44027,39.925648,20150720062517,116.418453,39.97332,2015/8/6 15:20:00,30
BS5459,20150721055925,116.437505,39.928038,20150721061845,116.496905,39.970588,2015/8/6 15:20:00,12
BS5459,20150722072326,116.43456,39.968758,20150722074148,116.427425,39.934758,2015/8/6 15:20:00,14
BS5459,20150723054451,116.454885,39.963442,20150723054626,116.442227,39.960112,2015/8/6 15:20:00,15
BS5459,20150724063513,116.411163,39.997395,20150724065711,116.280853,40.01262,2015/8/6 15:20:00,14
BS5934,20150817071116,116.23303,39.92738,20150817071812,116.22695,39.91422,2015/11/14 9:50:00,3
BS5934,20150818103313,116.41022,39.90468,20150818105350,116.3805,39.85998,2015/11/14 9:50:00,7
BS5934,20150819200225,116.24682,39.91968,20150819200543,116.24673,39.90779,2015/11/14 9:50:00,3
BS5934,20150820001127,116.51944,39.91629,20150820001542,116.50273,39.91483,2015/11/14 9:50:00,1
BS5934,20150821070026,116.23515,39.92822,20150821071140,116.26824,39.92724,2015/11/14 9:50:00,2
BS5934,20150822010417,116.3635,39.9799,20150822010646,116.36338,39.98311,2015/11/14 9:50:00,1
BS5934,20150823082539,116.24667,39.92643,20150823084110,116.23587,39.8955,2015/11/14 9:50:00,2
BS5934,20150824040736,116.40064,39.9395,20150824042823,116.48179,39.87472,2015/11/14 9:50:00,3
BS5934,20150825060406,116.25226,39.92799,20150825060909,116.26843,39.92713,2015/11/14 9:50:00,2
BS5934,20150826000008,116.45549,39.91263,20150826000955,116.45256,39.86492,2015/11/14 9:50:00,1
BS5934,20150827000105,116.43464,39.90668,20150827002201,116.30663,39.89524,2015/11/14 9:50:00,1
BS5934,20150828051612,116.29793,39.93574,20150828052146,116.28889,39.91565,2015/11/14 9:50:00,2
BS5934,20150829142554,116.22157,39.92607,20150829151332,116.412,39.89956,2015/11/14 9:50:00,2
BS5934,20150830071429,116.22944,39.92301,20150830073550,116.34639,39.93662,2015/11/14 9:50:00,2
BS5934,20150831000213,116.28856,39.87358,20150831003026,116.40167,39.94732,2015/11/14 9:50:00,1
BS5934,20150920211647,116.2885,39.87169,20150920214036,116.44861,39.89239,2015/11/14 9:50:00,35
BS5934,20150921155122,116.45615,39.94025,20150921160516,116.41649,39.94839,2015/11/14 9:50:00,9
BS5934,20150922130345,116.45772,39.93907,20150922132352,116.47985,39.91411,2015/11/14 9:50:00,18
BS5934,20150923184155,116.2424,39.92586,20150923185346,116.26775,39.90797,2015/11/14 9:50:00,13
BS5934,20150924194751,116.27336,39.9118,20150924195457,116.26747,39.90633,2015/11/14 9:50:00,13
BS5934,20150925144011,116.45765,39.93916,20150925150744,116.44688,39.91216,2015/11/14 9:50:00,9
BS5934,20150926231208,116.2347,39.92835,20150926231616,116.24702,39.9278,2015/11/14 9:50:00,29
BS5934,20150927000331,116.3467,39.93603,20150927001212,116.32859,39.96618,2015/11/14 9:50:00,1
BS5934,20150928063516,116.23316,39.92619,20150928065012,116.26786,39.92725,2015/11/14 9:50:00,26
BS5934,20150929184219,116.24817,39.91646,20150929190028,116.18606,39.9149,2015/11/14 9:50:00,9
BS5934,20150930140200,116.39061,39.93215,20150930144146,116.40497,39.87052,2015/11/14 9:50:00,8
BS5934,20151001094931,116.24619,39.9281,20151001100127,116.24671,39.90313,2015/11/14 9:50:00,5
BS5934,20151002171918,116.22301,39.92374,20151002172651,116.24678,39.91676,2015/11/14 9:50:00,6
BS5934,20151003173128,116.23284,39.92455,20151003174316,116.27001,39.95274,2015/11/14 9:50:00,10
BS5934,20151004174543,116.25845,39.9163,20151004180307,116.36395,39.83013,2015/11/14 9:50:00,12
BS5934,20151005153426,116.45722,39.93764,20151005161212,116.48337,39.98575,2015/11/14 9:50:00,10
BS5934,20151006133532,116.45716,39.93764,20151006134620,116.43043,39.97652,2015/11/14 9:50:00,7
BS5934,20151007032241,116.43864,39.93975,20151007033455,116.46107,39.892,2015/11/14 9:50:00,1
BS5934,20151008075720,116.24671,39.91775,20151008082214,116.2365,39.86657,2015/11/14 9:50:00,27
BS5934,20151009081847,116.25859,39.90518,20151009084329,116.30954,39.88556,2015/11/14 9:50:00,3
BS5934,20151010044415,116.39958,39.8641,20151010045808,116.3335,39.84767,2015/11/14 9:50:00,4
BS5934,20151011141427,116.35942,39.86395,20151011142759,116.38072,39.86131,2015/11/14 9:50:00,3
BS5934,20151012071848,116.23299,39.92643,20151012073849,116.25388,39.91176,2015/11/14 9:50:00,2
BS5934,20151013092201,116.36512,39.85247,20151013093756,116.39393,39.83579,2015/11/14 9:50:00,6
BS5934,20151014100137,116.23379,39.92471,20151014100823,116.24675,39.91549,2015/11/14 9:50:00,5
BS5934,20151015064645,116.22157,39.92526,20151015071234,116.26706,39.90665,2015/11/14 9:50:00,2
BS5934,20151017020755,116.50833,39.91523,20151017022913,116.40852,39.84472,2015/11/14 9:50:00,1
BS5934,20151018002139,116.25386,39.92168,20151018003212,116.26855,39.93616,2015/11/14 9:50:00,1
BS5934,20151019073259,116.23269,39.92462,20151019080316,116.2696,39.92721,2015/11/14 9:50:00,2
BS5934,20151020072849,116.23269,39.92446,20151020084739,116.26456,40.01932,2015/11/14 9:50:00,12
BS5934,20151021085204,116.23327,39.92472,20151021093454,116.27862,39.97408,2015/11/14 9:50:00,3
BS5934,20151022155257,116.29649,39.96451,20151022160831,116.31177,39.97464,2015/11/14 9:50:00,12
BS5934,20151023104618,116.45377,39.95366,20151023111423,116.45381,39.90514,2015/11/14 9:50:00,6
BS5934,20151024030134,116.41629,39.84851,20151024030919,116.45502,39.86829,2015/11/14 9:50:00,2
BS5934,20151026091114,116.34602,39.92227,20151026091753,116.24511,39.92843,2015/11/14 9:50:00,4
BS5934,20151027074328,116.25866,39.92651,20151027080244,116.20473,39.90721,2015/11/14 9:50:00,2
BS5934,20151028211056,116.23304,39.92811,20151028211628,116.24673,39.917,2015/11/14 9:50:00,5
BS5934,20151029104149,116.45677,39.9372,20151029110821,116.45679,39.93258,2015/11/14 9:50:00,9
BS5934,20151030052035,116.39285,39.87986,20151030053258,116.36108,39.88198,2015/11/14 9:50:00,3
BS5934,20151031105446,116.23277,39.92491,20151031110719,116.26537,39.92765,2015/11/14 9:50:00,25
BS5934,20151101111227,116.33536,39.9567,20151101112328,116.34549,39.94135,2015/11/14 9:50:00,5
BS5934,20151102224515,116.25852,39.90782,20151102225458,116.24701,39.93077,2015/11/14 9:50:00,4
BS5934,20151103114231,116.45815,39.93627,20151103115748,116.46194,39.92847,2015/11/14 9:50:00,6
BS5934,20151104073722,116.23258,39.92463,20151104074552,116.24674,39.91704,2015/11/14 9:50:00,12
BS5934,20151105083012,116.23271,39.92454,20151105092309,116.29347,39.98834,2015/11/14 9:50:00,13
BS5934,20151106085611,116.24288,39.92823,20151106091909,116.26909,39.92719,2015/11/14 9:50:00,8
BS5934,20151107123640,116.22996,39.91843,20151107124256,116.25732,39.92274,2015/11/14 9:50:00,10
BS5934,20151108105828,116.456,39.93749,20151108111726,116.352,39.96648,2015/11/14 9:50:00,4
BS5934,20151109203241,116.24643,39.92825,20151109204656,116.25861,39.8931,2015/11/14 9:50:00,2
BS5934,20151110071146,116.23298,39.92677,20151110072132,116.24682,39.92068,2015/11/14 9:50:00,8
BS5934,20151111140455,116.24612,39.9282,20151111141223,116.26857,39.92716,2015/11/14 9:50:00,4
BS5934,20151112094325,116.24097,39.92807,20151112101216,116.24308,39.91952,2015/11/14 9:50:00,6
BS5934,20151113081823,116.23268,39.92461,20151113082627,116.24674,39.9175,2015/11/14 9:50:00,14
BS5934,20151114070042,116.23282,39.92734,20151114071842,116.32035,39.93738,2015/11/14 9:50:00,2
BS5934,20151117064414,116.24395,39.92807,20151117073415,116.40898,39.94783,2015/11/14 9:50:00,2
BS5934,20151118080346,116.23294,39.9271,20151118092747,116.51509,39.89154,2015/11/14 9:50:00,5
BS5934,20151121091500,116.23257,39.92446,20151121092645,116.25863,39.91962,2015/11/14 9:50:00,3
BS5934,20151122105533,116.23274,39.92442,20151122110630,116.22853,39.9062,2015/11/14 9:50:00,5
BS5934,20151123202222,116.27109,39.92731,20151123202604,116.27401,39.92322,2015/11/14 9:50:00,2
BS5934,20151124081907,116.31861,39.94494,20151124082516,116.32912,39.95081,2015/11/14 9:50:00,4
BS5934,20151125085207,116.23288,39.92497,20151125090436,116.23685,39.94782,2015/11/14 9:50:00,17
BS5934,20151126014111,116.41793,39.99401,20151126015505,116.41908,39.99221,2015/11/14 9:50:00,1
BS5934,20151127043511,116.39566,39.80596,20151127044241,116.3953,39.82841,2015/11/14 9:50:00,3
BS5934,20151128095617,116.23287,39.92495,20151128101449,116.26759,39.91633,2015/11/14 9:50:00,5
BS5934,20151129093145,116.25867,39.92231,20151129094023,116.26887,39.92711,2015/11/14 9:50:00,7
BS5934,20151203071937,116.22069,39.92522,20151203074110,116.24674,39.89665,2015/11/14 9:50:00,9
BS5934,20151204074336,116.22178,39.92367,20151204075720,116.25505,39.91641,2015/11/14 9:50:00,8
BS5934,20151205001432,116.43908,39.98577,20151205011101,116.42635,39.90362,2015/11/14 9:50:00,1
BS5934,20151207094119,116.45526,39.93241,20151207095318,116.4442,39.91293,2015/11/14 9:50:00,7
BS5934,20151208080307,116.22305,39.92416,20151208083608,116.34014,40.00624,2015/11/14 9:50:00,14
BS5934,20151209145056,116.23449,39.92428,20151209152433,116.36818,39.86657,2015/11/14 9:50:00,4
BS5934,20151210133513,116.45955,39.93576,20151210143200,116.34738,39.90594,2015/11/14 9:50:00,3
BS5934,20151211111758,116.30387,39.9258,20151211112829,116.31822,39.92225,2015/11/14 9:50:00,13
BS5934,20151212133541,116.456,39.93743,20151212134801,116.45216,39.9523,2015/11/14 9:50:00,8
BS5934,20151213164808,116.2318,39.92423,20151213171318,116.19684,39.86005,2015/11/14 9:50:00,5
BS5934,20151215074633,116.3605,39.83351,20151215080043,116.36759,39.86297,2015/11/14 9:50:00,11
BS5934,20151217040345,116.28818,39.85911,20151217041254,116.25865,39.9234,2015/11/14 9:50:00,2
BS5934,20151220010250,116.42495,39.98548,20151220011846,116.43964,39.9491,2015/11/14 9:50:00,1
BS5934,20151222130101,116.32899,39.95665,20151222130853,116.3233,39.95047,2015/11/14 9:50:00,2
BS5934,20151224074951,116.25459,39.92804,20151224075712,116.24677,39.9185,2015/11/14 9:50:00,5
BS5934,20151226085410,116.23454,39.92462,20151226091056,116.25892,39.92776,2015/11/14 9:50:00,2
BS5934,20151227045154,116.40821,39.85039,20151227045835,116.40731,39.86718,2015/11/14 9:50:00,2
BS5934,20151228073224,116.2253,39.92308,20151228082721,116.3381,39.89621,2015/11/14 9:50:00,22
BS5934,20160101114711,116.328896,39.938893,20160101120241,116.301698,39.924004,2015/11/14 9:50:00,7
BS5934,20160102101752,116.251564,39.929317,20160102103925,116.30954,39.907556,2015/11/14 9:50:00,16
BS5934,20160103125724,116.28277,39.91063,20160103132928,116.388626,40.001619,2015/11/14 9:50:00,7
BS5934,20160106215946,116.247087,39.929508,20160106221028,116.275138,39.949295,2015/11/14 9:50:00,7
BS5934,20160107140503,116.309795,39.456407,20160107180615,116.280807,39.900197,2015/11/14 9:50:00,8
BS5934,20160108101625,116.227719,39.925931,20160108102553,116.235476,39.908713,2015/11/14 9:50:00,7
BS5934,20160109133043,116.467059,39.929061,20160109134758,116.460903,39.894414,2015/11/14 9:50:00,13
BS5934,20160110180811,116.259941,39.929097,20160110182700,116.315683,39.907427,2015/11/14 9:50:00,16
BS5934,20160111104259,116.238814,39.925752,20160111110539,116.292029,39.896909,2015/11/14 9:50:00,7
BS5934,20160112093742,116.239024,39.928022,20160112095106,116.246949,39.944929,2015/11/14 9:50:00,10
BS5934,20160113193400,116.284633,39.922872,20160113194153,116.283491,39.91021,2015/11/14 9:50:00,17
BS5934,20160114000049,116.252959,39.973228,20160114000450,116.249391,39.977439,2015/11/14 9:50:00,1
BS5934,20160118150745,116.365619,39.96925,20160118151215,116.36025,39.976732,2015/11/14 9:50:00,2
BS5934,20160119075955,116.238954,39.925901,20160119080432,116.246227,39.928348,2015/11/14 9:50:00,13
BS5934,20160120210851,116.162025,39.929768,20160120212256,116.203253,39.940554,2015/11/14 9:50:00,4
BS5934,20160121060112,116.265011,39.929078,20160121060558,116.264551,39.924508,2015/11/14 9:50:00,9
BS5934,20160122051343,116.338932,39.967483,20160122051653,116.339584,39.967324,2015/11/14 9:50:00,6
BS5934,20160123200932,116.264461,39.924078,20160123201703,116.239024,39.929232,2015/11/14 9:50:00,12
BS5934,20160124071532,116.31814,39.924022,20160124072441,116.273993,39.908982,2015/11/14 9:50:00,3
BS5934,20160125063004,116.264601,39.924588,20160125063906,116.264599,39.905687,2015/11/14 9:50:00,6
BS5934,20160126130758,116.495829,39.856509,20160126134457,116.436,39.906157,2015/11/14 9:50:00,2
BS5934,20160127170643,116.246407,39.929318,20160127185526,116.282322,40.012753,2015/11/14 9:50:00,12
BS5934,20160129145214,116.252802,39.918016,20160129150056,116.252789,39.898505,2015/11/14 9:50:00,11
BS5934,20160131190340,116.238414,39.925892,20160131191330,116.234487,39.910564,2015/11/14 9:50:00,38
BS5934,20160201000420,116.264709,39.907157,20160201002522,116.350524,39.850859,2015/11/14 9:50:00,1
BS5934,20160202121806,116.283917,39.875129,20160202122318,116.277931,39.877204,2015/11/14 9:50:00,30
BS5934,20160203111400,116.239483,39.925951,20160203112130,116.270383,39.928881,2015/11/14 9:50:00,23
BS5934,20160204072057,116.316742,39.885788,20160204074610,116.374274,39.889219,2015/11/14 9:50:00,5
BS5934,20160205093640,116.276517,39.928705,20160205100418,116.274407,39.945124,2015/11/14 9:50:00,22
BS6244,20160310143913,116.440613,39.988325,20160310152401,116.494735,39.875933,2016/6/6 10:09:00,15
BS6244,20160311084524,116.227634,40.20191,20160311085658,116.243459,40.163704,2016/6/6 10:09:00,15
BS6244,20160312064740,116.236513,40.212864,20160312072725,116.100213,39.965809,2016/6/6 10:09:00,10
BS6244,20160313074935,116.204475,40.225035,20160313080504,116.1289,40.23422,2016/6/6 10:09:00,8
BS6244,20160315082320,116.235893,40.212785,20160315090107,116.375512,40.174828,2016/6/6 10:09:00,16
BS6244,20160316080429,116.233418,40.222428,20160316090030,116.412168,40.104463,2016/6/6 10:09:00,9
BS6244,20160317072628,116.14846,40.245758,20160317073632,116.192608,40.235677,2016/6/6 10:09:00,17
BS6244,20160318070658,116.214991,40.223529,20160318072339,116.127174,40.241653,2016/6/6 10:09:00,7
BS6244,20160320093700,116.158204,40.23653,20160320095458,116.233348,40.222198,2016/6/6 10:09:00,9
BS6244,20160321010231,116.361767,40.013526,20160321015137,116.148081,40.240477,2016/6/6 10:09:00,7
BS6244,20160322132348,116.206889,40.22273,20160322133546,116.25041,40.217869,2016/6/6 10:09:00,14
BS6244,20160323053913,116.235281,40.187562,20160323061819,116.319349,39.896473,2016/6/6 10:09:00,6
BS6244,20160324072756,116.240428,40.213242,20160324073822,116.234393,40.198134,2016/6/6 10:09:00,8
BS6244,20160325080323,116.287849,40.095994,20160325083629,116.247821,40.213019,2016/6/6 10:09:00,8
BS6244,20160326081843,116.285929,40.194172,20160326093825,116.323428,39.89685,2016/6/6 10:09:00,9
BS6244,20160327073252,116.225467,40.199522,20160327074909,116.142452,40.224253,2016/6/6 10:09:00,9
BS6244,20160328064027,116.231727,40.200406,20160328065147,116.221994,40.199646,2016/6/6 10:09:00,6
BS6244,20160329073353,116.230192,40.220461,20160329080117,116.12884,40.234971,2016/6/6 10:09:00,7
BS6244,20160330182937,116.489827,39.979282,20160330192114,116.623826,40.026273,2016/6/6 10:09:00,8
BS6244,20160331073240,116.212207,40.224333,20160331081339,115.981665,40.362323,2016/6/6 10:09:00,8
BS6244,20160401115814,116.134441,40.243836,20160401121640,116.245694,40.220991,2016/6/6 10:09:00,12
BS6244,20160402070732,116.134181,40.243726,20160402074425,116.221275,40.116278,2016/6/6 10:09:00,7
BS6244,20160403074338,116.232446,40.200376,20160403075443,116.231228,40.197296,2016/6/6 10:09:00,8
BS6244,20160404072516,116.150265,40.238093,20160404074335,116.235511,40.188291,2016/6/6 10:09:00,4
BS6244,20160405084615,116.167668,40.232302,20160405090022,116.23959,40.222984,2016/6/6 10:09:00,6
BS6244,20160406051816,116.177888,40.229803,20160406060639,116.588519,40.080432,2016/6/6 10:09:00,10
BS6244,20160407080143,116.22548,40.220245,20160407081110,116.242167,40.220832,2016/6/6 10:09:00,14
BS6244,20160408073532,116.232925,40.192364,20160408081831,116.553655,40.07096,2016/6/6 10:09:00,8
BS6244,20160510080911,116.222834,40.212527,20160510082240,116.240876,40.20306,2016/6/6 10:09:00,17
BS6244,20160511085055,116.217745,40.223125,20160511090803,116.144928,40.243012,2016/6/6 10:09:00,13
